STATION,STATION_NAME,DATE,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USC00437607,SOUTH HERO VT US,20100503,0.26,0.1,7.84,34.6,51.8,62.0,41.5
GHCND:USC00437607,SOUTH HERO VT US,20100504,0.35,0.1,7.93,34.6,52.1,62.4,41.9
GHCND:USC00437607,SOUTH HERO VT US,20100505,0.45,0.1,8.03,34.6,52.5,62.8,42.2
GHCND:USC00437607,SOUTH HERO VT US,20100506,0.54,0.1,8.12,34.6,52.9,63.2,42.5
GHCND:USC00437607,SOUTH HERO VT US,20100507,0.63,0.1,8.21,34.6,53.2,63.6,42.8
GHCND:USC00437607,SOUTH HERO VT US,20100508,0.72,0.1,8.30,34.6,53.5,63.9,43.2
GHCND:USC00437607,SOUTH HERO VT US,20100509,0.82,0.1,8.40,34.6,53.9,64.3,43.5
GHCND:USC00437607,SOUTH HERO VT US,20100510,0.91,0.1,8.49,34.6,54.2,64.7,43.8
GHCND:USC00437607,SOUTH HERO VT US,20100511,1.01,0.2,8.59,34.7,54.6,65.0,44.1
GHCND:USC00437607,SOUTH HERO VT US,20100512,1.10,0.2,8.68,34.7,54.9,65.4,44.4
GHCND:USC00437607,SOUTH HERO VT US,20100513,1.20,0.2,8.78,34.7,55.2,65.7,44.7
GHCND:USC00437607,SOUTH HERO VT US,20100514,1.29,0.2,8.87,34.7,55.6,66.0,45.1
GHCND:USC00437607,SOUTH HERO VT US,20100515,1.39,0.2,8.97,34.7,55.9,66.4,45.4
GHCND:USC00437607,SOUTH HERO VT US,20100516,1.48,0.2,9.06,34.7,56.2,66.7,45.7
GHCND:USC00437607,SOUTH HERO VT US,20100517,1.58,0.2,9.16,34.7,56.5,67.0,46.0
GHCND:USC00437607,SOUTH HERO VT US,20100518,1.68,0.2,9.26,34.7,56.8,67.4,46.3
GHCND:USC00437607,SOUTH HERO VT US,20100519,1.78,0.2,9.36,34.7,57.2,67.7,46.6
GHCND:USC00437607,SOUTH HERO VT US,20100520,1.89,0.2,9.47,34.7,57.5,68.0,47.0
GHCND:USC00437607,SOUTH HERO VT US,20100521,1.99,0.2,9.57,34.7,57.8,68.3,47.3
GHCND:USC00437607,SOUTH HERO VT US,20100522,2.09,0.2,9.67,34.7,58.1,68.7,47.6
GHCND:USC00437607,SOUTH HERO VT US,20100523,2.20,0.2,9.78,34.7,58.5,69.0,47.9
GHCND:USC00437607,SOUTH HERO VT US,20100524,2.31,0.2,9.89,34.7,58.8,69.3,48.2
GHCND:USC00437607,SOUTH HERO VT US,20100525,2.41,0.2,9.99,34.7,59.1,69.6,48.6
GHCND:USC00437607,SOUTH HERO VT US,20100526,2.52,0.2,10.10,34.7,59.4,70.0,48.9
GHCND:USC00437607,SOUTH HERO VT US,20100527,2.62,0.2,10.20,34.7,59.7,70.3,49.2
GHCND:USC00437607,SOUTH HERO VT US,20100528,2.73,0.2,10.31,34.7,60.1,70.6,49.6
GHCND:USC00437607,SOUTH HERO VT US,20100529,2.83,0.2,10.41,34.7,60.4,70.9,49.9
GHCND:USC00437607,SOUTH HERO VT US,20100530,2.94,0.2,10.52,34.7,60.7,71.2,50.2
GHCND:USC00437607,SOUTH HERO VT US,20100531,3.05,0.2,10.63,34.7,61.1,71.5,50.6
GHCND:USC00437607,SOUTH HERO VT US,20100601,0.11,0.0,10.74,34.7,61.4,71.9,50.9
GHCND:USC00437607,SOUTH HERO VT US,20100602,0.23,0.0,10.86,34.7,61.7,72.2,51.2
GHCND:USC00437607,SOUTH HERO VT US,20100603,0.34,0.0,10.97,34.7,62.0,72.5,51.6
GHCND:USC00437607,SOUTH HERO VT US,20100604,0.45,0.0,11.08,34.7,62.4,72.8,51.9
GHCND:USC00437607,SOUTH HERO VT US,20100605,0.57,0.0,11.20,34.7,62.7,73.1,52.2
GHCND:USC00437607,SOUTH HERO VT US,20100606,0.68,0.0,11.31,34.7,63.0,73.5,52.6
GHCND:USC00437607,SOUTH HERO VT US,20100607,0.79,0.0,11.42,34.7,63.3,73.8,52.9
GHCND:USC00437607,SOUTH HERO VT US,20100608,0.90,0.0,11.53,34.7,63.7,74.1,53.3
GHCND:USC00437607,SOUTH HERO VT US,20100609,1.02,0.0,11.65,34.7,64.0,74.4,53.6
GHCND:USC00437607,SOUTH HERO VT US,20100610,1.13,0.0,11.76,34.7,64.3,74.7,53.9
GHCND:USC00437607,SOUTH HERO VT US,20100611,1.25,0.0,11.88,34.7,64.6,75.0,54.3
GHCND:USC00437607,SOUTH HERO VT US,20100612,1.37,0.0,12.00,34.7,64.9,75.3,54.6
GHCND:USC00437607,SOUTH HERO VT US,20100613,1.50,0.0,12.13,34.7,65.2,75.6,54.9
GHCND:USC00437607,SOUTH HERO VT US,20100614,1.62,0.0,12.25,34.7,65.6,75.9,55.2
GHCND:USC00437607,SOUTH HERO VT US,20100615,1.74,0.0,12.37,34.7,65.9,76.2,55.5
GHCND:USC00437607,SOUTH HERO VT US,20100616,1.86,0.0,12.49,34.7,66.1,76.5,55.8
GHCND:USC00437607,SOUTH HERO VT US,20100617,1.98,0.0,12.61,34.7,66.4,76.7,56.1
GHCND:USC00437607,SOUTH HERO VT US,20100618,2.10,0.0,12.73,34.7,66.7,77.0,56.4
GHCND:USC00437607,SOUTH HERO VT US,20100619,2.21,0.0,12.84,34.7,67.0,77.3,56.7
GHCND:USC00437607,SOUTH HERO VT US,20100620,2.33,0.0,12.96,34.7,67.3,77.5,57.0
GHCND:USC00437607,SOUTH HERO VT US,20100621,2.45,0.0,13.08,34.7,67.5,77.8,57.3
GHCND:USC00437607,SOUTH HERO VT US,20100622,2.57,0.0,13.20,34.7,67.8,78.0,57.6
GHCND:USC00437607,SOUTH HERO VT US,20100623,2.69,0.0,13.32,34.7,68.0,78.2,57.8
GHCND:USC00437607,SOUTH HERO VT US,20100624,2.82,0.0,13.45,34.7,68.3,78.4,58.1
GHCND:USC00437607,SOUTH HERO VT US,20100625,2.95,0.0,13.58,34.7,68.5,78.7,58.3
GHCND:USC00437607,SOUTH HERO VT US,20100626,3.08,0.0,13.71,34.7,68.7,78.9,58.6
GHCND:USC00437607,SOUTH HERO VT US,20100627,3.21,0.0,13.84,34.7,68.9,79.1,58.8
GHCND:USC00437607,SOUTH HERO VT US,20100628,3.34,0.0,13.97,34.7,69.1,79.2,59.0
GHCND:USC00437607,SOUTH HERO VT US,20100629,3.47,0.0,14.10,34.7,69.3,79.4,59.2
GHCND:USC00437607,SOUTH HERO VT US,20100630,3.60,0.0,14.23,34.7,69.5,79.6,59.4
GHCND:USC00437607,SOUTH HERO VT US,20100701,0.12,0.0,14.35,34.7,69.7,79.7,59.6
GHCND:USC00437607,SOUTH HERO VT US,20100702,0.25,0.0,14.48,34.7,69.8,79.9,59.8
GHCND:USC00437607,SOUTH HERO VT US,20100703,0.37,0.0,14.60,34.7,70.0,80.0,60.0
GHCND:USC00437607,SOUTH HERO VT US,20100704,0.49,0.0,14.72,34.7,70.1,80.1,60.2
GHCND:USC00437607,SOUTH HERO VT US,20100705,0.62,0.0,14.85,34.7,70.3,80.2,60.3
GHCND:USC00437607,SOUTH HERO VT US,20100706,0.75,0.0,14.98,34.7,70.4,80.3,60.5
GHCND:USC00437607,SOUTH HERO VT US,20100707,0.87,0.0,15.10,34.7,70.5,80.4,60.6
GHCND:USC00437607,SOUTH HERO VT US,20100708,0.99,0.0,15.22,34.7,70.6,80.5,60.7
GHCND:USC00437607,SOUTH HERO VT US,20100709,1.12,0.0,15.35,34.7,70.7,80.5,60.8
GHCND:USC00437607,SOUTH HERO VT US,20100710,1.24,0.0,15.47,34.7,70.8,80.6,60.9
GHCND:USC00437607,SOUTH HERO VT US,20100711,1.36,0.0,15.59,34.7,70.8,80.6,61.0
GHCND:USC00437607,SOUTH HERO VT US,20100712,1.47,0.0,15.70,34.7,70.9,80.7,61.1
GHCND:USC00437607,SOUTH HERO VT US,20100713,1.59,0.0,15.82,34.7,71.0,80.7,61.2
GHCND:USC00437607,SOUTH HERO VT US,20100714,1.71,0.0,15.94,34.7,71.0,80.7,61.3
GHCND:USC00437607,SOUTH HERO VT US,20100715,1.82,0.0,16.05,34.7,71.1,80.8,61.4
GHCND:USC00437607,SOUTH HERO VT US,20100716,1.94,0.0,16.17,34.7,71.1,80.8,61.4
GHCND:USC00437607,SOUTH HERO VT US,20100717,2.06,0.0,16.29,34.7,71.1,80.8,61.5
GHCND:USC00437607,SOUTH HERO VT US,20100718,2.18,0.0,16.41,34.7,71.1,80.8,61.5
GHCND:USC00437607,SOUTH HERO VT US,20100719,2.30,0.0,16.53,34.7,71.1,80.8,61.5
GHCND:USC00437607,SOUTH HERO VT US,20100720,2.41,0.0,16.64,34.7,71.1,80.7,61.6
GHCND:USC00437607,SOUTH HERO VT US,20100721,2.54,0.0,16.77,34.7,71.2,80.7,61.6
GHCND:USC00437607,SOUTH HERO VT US,20100722,2.67,0.0,16.90,34.7,71.1,80.7,61.6
GHCND:USC00437607,SOUTH HERO VT US,20100723,2.79,0.0,17.02,34.7,71.1,80.7,61.6
GHCND:USC00437607,SOUTH HERO VT US,20100724,2.91,0.0,17.14,34.7,71.1,80.6,61.6
GHCND:USC00437607,SOUTH HERO VT US,20100725,3.02,0.0,17.25,34.7,71.1,80.6,61.6
GHCND:USC00437607,SOUTH HERO VT US,20100726,3.14,0.0,17.37,34.7,71.1,80.6,61.6
GHCND:USC00437607,SOUTH HERO VT US,20100727,3.26,0.0,17.49,34.7,71.0,80.5,61.6
GHCND:USC00437607,SOUTH HERO VT US,20100728,3.38,0.0,17.61,34.7,71.0,80.5,61.5
GHCND:USC00437607,SOUTH HERO VT US,20100729,3.50,0.0,17.73,34.7,71.0,80.4,61.5
GHCND:USC00437607,SOUTH HERO VT US,20100730,3.62,0.0,17.85,34.7,70.9,80.4,61.5
GHCND:USC00437607,SOUTH HERO VT US,20100731,3.74,0.0,17.97,34.7,70.9,80.3,61.4
GHCND:USC00437607,SOUTH HERO VT US,20100801,0.14,0.0,18.11,34.7,70.8,80.3,61.4
GHCND:USC00437607,SOUTH HERO VT US,20100802,0.28,0.0,18.25,34.7,70.8,80.2,61.4
GHCND:USC00437607,SOUTH HERO VT US,20100803,0.41,0.0,18.38,34.7,70.7,80.2,61.3
GHCND:USC00437607,SOUTH HERO VT US,20100804,0.55,0.0,18.52,34.7,70.7,80.1,61.2
GHCND:USC00437607,SOUTH HERO VT US,20100805,0.68,0.0,18.65,34.7,70.6,80.1,61.2
GHCND:USC00437607,SOUTH HERO VT US,20100806,0.81,0.0,18.78,34.7,70.6,80.0,61.1
GHCND:USC00437607,SOUTH HERO VT US,20100807,0.95,0.0,18.92,34.7,70.5,79.9,61.0
GHCND:USC00437607,SOUTH HERO VT US,20100808,1.08,0.0,19.05,34.7,70.4,79.9,60.9
GHCND:USC00437607,SOUTH HERO VT US,20100809,1.22,0.0,19.19,34.7,70.3,79.8,60.9
GHCND:USC00437607,SOUTH HERO VT US,20100810,1.36,0.0,19.33,34.7,70.2,79.7,60.8
GHCND:USC00437607,SOUTH HERO VT US,20100811,1.49,0.0,19.46,34.7,70.2,79.7,60.7
GHCND:USC00437607,SOUTH HERO VT US,20100812,1.63,0.0,19.60,34.7,70.1,79.6,60.6
GHCND:USC00437607,SOUTH HERO VT US,20100813,1.76,0.0,19.73,34.7,70.0,79.5,60.5
GHCND:USC00437607,SOUTH HERO VT US,20100814,1.89,0.0,19.86,34.7,69.9,79.4,60.3
GHCND:USC00437607,SOUTH HERO VT US,20100815,2.03,0.0,20.00,34.7,69.8,79.3,60.2
GHCND:USC00437607,SOUTH HERO VT US,20100816,2.16,0.0,20.13,34.7,69.6,79.2,60.1
GHCND:USC00437607,SOUTH HERO VT US,20100817,2.30,0.0,20.27,34.7,69.5,79.1,59.9
GHCND:USC00437607,SOUTH HERO VT US,20100818,2.43,0.0,20.40,34.7,69.4,79.0,59.8
GHCND:USC00437607,SOUTH HERO VT US,20100819,2.56,0.0,20.53,34.7,69.2,78.8,59.6
GHCND:USC00437607,SOUTH HERO VT US,20100820,2.68,0.0,20.65,34.7,69.1,78.7,59.5
GHCND:USC00437607,SOUTH HERO VT US,20100821,2.79,0.0,20.76,34.7,68.9,78.5,59.3
GHCND:USC00437607,SOUTH HERO VT US,20100822,2.91,0.0,20.88,34.7,68.8,78.4,59.1
GHCND:USC00437607,SOUTH HERO VT US,20100823,3.02,0.0,20.99,34.7,68.6,78.2,59.0
GHCND:USC00437607,SOUTH HERO VT US,20100824,3.13,0.0,21.10,34.7,68.4,78.0,58.8
GHCND:USC00437607,SOUTH HERO VT US,20100825,3.23,0.0,21.20,34.7,68.2,77.8,58.6
GHCND:USC00437607,SOUTH HERO VT US,20100826,3.34,0.0,21.31,34.7,68.0,77.6,58.4
GHCND:USC00437607,SOUTH HERO VT US,20100827,3.44,0.0,21.41,34.7,67.8,77.4,58.1
GHCND:USC00437607,SOUTH HERO VT US,20100828,3.54,0.0,21.51,34.7,67.6,77.2,57.9
GHCND:USC00437607,SOUTH HERO VT US,20100829,3.64,0.0,21.61,34.7,67.3,77.0,57.7
GHCND:USC00437607,SOUTH HERO VT US,20100830,3.75,0.0,21.72,34.7,67.1,76.7,57.4
GHCND:USC00437607,SOUTH HERO VT US,20100831,3.85,0.0,21.82,34.7,66.8,76.5,57.2
GHCND:USC00437607,SOUTH HERO VT US,20100901,0.10,0.0,21.92,34.7,66.6,76.2,56.9
GHCND:USC00437607,SOUTH HERO VT US,20100902,0.20,0.0,22.02,34.7,66.3,75.9,56.7
GHCND:USC00437607,SOUTH HERO VT US,20100903,0.30,0.0,22.12,34.7,66.0,75.6,56.4
GHCND:USC00437607,SOUTH HERO VT US,20100904,0.40,0.0,22.22,34.7,65.7,75.3,56.1
GHCND:USC00437607,SOUTH HERO VT US,20100905,0.50,0.0,22.32,34.7,65.4,74.9,55.8
GHCND:USC00437607,SOUTH HERO VT US,20100906,0.59,0.0,22.41,34.7,65.1,74.6,55.5
GHCND:USC00437607,SOUTH HERO VT US,20100907,0.69,0.0,22.51,34.7,64.7,74.2,55.2
GHCND:USC00437607,SOUTH HERO VT US,20100908,0.78,0.0,22.60,34.7,64.4,73.9,54.9
GHCND:USC00437607,SOUTH HERO VT US,20100909,0.89,0.0,22.71,34.7,64.0,73.5,54.5
GHCND:USC00437607,SOUTH HERO VT US,20100910,0.99,0.0,22.81,34.7,63.7,73.1,54.2
GHCND:USC00437607,SOUTH HERO VT US,20100911,1.10,0.0,22.92,34.7,63.3,72.7,53.9
GHCND:USC00437607,SOUTH HERO VT US,20100912,1.20,0.0,23.02,34.7,62.9,72.3,53.5
GHCND:USC00437607,SOUTH HERO VT US,20100913,1.30,0.0,23.12,34.7,62.5,71.9,53.2
GHCND:USC00437607,SOUTH HERO VT US,20100914,1.41,0.0,23.23,34.7,62.1,71.4,52.8
GHCND:USC00437607,SOUTH HERO VT US,20100915,1.51,0.0,23.33,34.7,61.7,71.0,52.5
GHCND:USC00437607,SOUTH HERO VT US,20100916,1.62,0.0,23.44,34.7,61.3,70.6,52.1
GHCND:USC00437607,SOUTH HERO VT US,20100917,1.73,0.0,23.55,34.7,60.9,70.1,51.7
GHCND:USC00437607,SOUTH HERO VT US,20100918,1.84,0.0,23.66,34.7,60.5,69.6,51.3
GHCND:USC00437607,SOUTH HERO VT US,20100919,1.95,0.0,23.77,34.7,60.1,69.2,51.0
GHCND:USC00437607,SOUTH HERO VT US,20100920,2.07,0.0,23.89,34.7,59.6,68.7,50.6
GHCND:USC00437607,SOUTH HERO VT US,20100921,2.19,0.0,24.01,34.7,59.2,68.2,50.2
GHCND:USC00437607,SOUTH HERO VT US,20100922,2.31,0.0,24.13,34.7,58.8,67.7,49.8
GHCND:USC00437607,SOUTH HERO VT US,20100923,2.43,0.0,24.25,34.7,58.3,67.2,49.4
GHCND:USC00437607,SOUTH HERO VT US,20100924,2.55,0.0,24.37,34.7,57.9,66.8,49.0
GHCND:USC00437607,SOUTH HERO VT US,20100925,2.67,0.0,24.49,34.7,57.4,66.3,48.6
GHCND:USC00437607,SOUTH HERO VT US,20100926,2.79,0.0,24.61,34.7,57.0,65.8,48.2
GHCND:USC00437607,SOUTH HERO VT US,20100927,2.91,0.0,24.73,34.7,56.6,65.3,47.8
GHCND:USC00437607,SOUTH HERO VT US,20100928,3.03,0.0,24.85,34.7,56.1,64.8,47.4
GHCND:USC00437607,SOUTH HERO VT US,20100929,3.15,0.0,24.97,34.7,55.7,64.3,47.0
GHCND:USC00437607,SOUTH HERO VT US,20100930,3.26,0.0,25.08,34.7,55.3,63.9,46.7
GHCND:USC00437607,SOUTH HERO VT US,20101001,0.11,0.0,25.19,34.7,54.8,63.4,46.3
GHCND:USC00437607,SOUTH HERO VT US,20101002,0.22,0.0,25.30,34.7,54.4,62.9,45.9
GHCND:USC00437607,SOUTH HERO VT US,20101003,0.33,0.0,25.41,34.7,54.0,62.4,45.5
GHCND:USC00437607,SOUTH HERO VT US,20101004,0.45,0.0,25.53,34.7,53.5,62.0,45.1
GHCND:USC00437607,SOUTH HERO VT US,20101005,0.56,0.0,25.64,34.7,53.1,61.5,44.7
GHCND:USC00437607,SOUTH HERO VT US,20101006,0.68,0.0,25.76,34.7,52.7,61.0,44.4
GHCND:USC00437607,SOUTH HERO VT US,20101007,0.80,0.0,25.88,34.7,52.3,60.6,44.0
GHCND:USC00437607,SOUTH HERO VT US,20101008,0.91,0.0,25.99,34.7,51.9,60.1,43.6
GHCND:USC00437607,SOUTH HERO VT US,20101009,1.03,0.0,26.11,34.7,51.5,59.7,43.2
GHCND:USC00437607,SOUTH HERO VT US,20101010,1.15,0.0,26.23,34.7,51.1,59.3,42.9
GHCND:USC00437607,SOUTH HERO VT US,20101011,1.27,0.0,26.35,34.7,50.7,58.8,42.5
GHCND:USC00437607,SOUTH HERO VT US,20101012,1.39,0.0,26.47,34.7,50.3,58.4,42.2
GHCND:USC00437607,SOUTH HERO VT US,20101013,1.50,0.0,26.58,34.7,49.9,58.0,41.8
GHCND:USC00437607,SOUTH HERO VT US,20101014,1.62,0.0,26.70,34.7,49.5,57.6,41.5
GHCND:USC00437607,SOUTH HERO VT US,20101015,1.74,0.0,26.82,34.7,49.2,57.2,41.2
GHCND:USC00437607,SOUTH HERO VT US,20101016,1.85,0.0,26.93,34.7,48.8,56.8,40.8
GHCND:USC00437607,SOUTH HERO VT US,20101017,1.95,0.0,27.03,34.7,48.5,56.4,40.5
GHCND:USC00437607,SOUTH HERO VT US,20101018,2.07,0.0,27.15,34.7,48.1,56.0,40.2
GHCND:USC00437607,SOUTH HERO VT US,20101019,2.18,0.0,27.26,34.7,47.7,55.6,39.9
GHCND:USC00437607,SOUTH HERO VT US,20101020,2.29,0.0,27.37,34.7,47.4,55.3,39.5
GHCND:USC00437607,SOUTH HERO VT US,20101021,2.40,0.0,27.48,34.7,47.1,54.9,39.2
GHCND:USC00437607,SOUTH HERO VT US,20101022,2.52,0.0,27.60,34.7,46.7,54.5,38.9
GHCND:USC00437607,SOUTH HERO VT US,20101023,2.63,0.0,27.71,34.7,46.4,54.2,38.6
GHCND:USC00437607,SOUTH HERO VT US,20101024,2.74,0.0,27.82,34.7,46.1,53.8,38.3
GHCND:USC00437607,SOUTH HERO VT US,20101025,2.85,0.0,27.93,34.7,45.7,53.4,38.0
GHCND:USC00437607,SOUTH HERO VT US,20101026,2.97,0.1,28.05,34.7,45.4,53.1,37.7
GHCND:USC00437607,SOUTH HERO VT US,20101027,3.08,0.1,28.16,34.7,45.1,52.7,37.5
GHCND:USC00437607,SOUTH HERO VT US,20101028,3.20,0.1,28.28,34.7,44.8,52.4,37.2
GHCND:USC00437607,SOUTH HERO VT US,20101029,3.31,0.1,28.39,34.7,44.4,52.0,36.9
GHCND:USC00437607,SOUTH HERO VT US,20101030,3.42,0.1,28.50,34.7,44.1,51.6,36.6
GHCND:USC00437607,SOUTH HERO VT US,20101031,3.53,0.1,28.61,34.8,43.8,51.3,36.3
GHCND:USC00437607,SOUTH HERO VT US,20101101,0.12,0.0,28.73,34.8,43.5,50.9,36.0
GHCND:USC00437607,SOUTH HERO VT US,20101102,0.24,0.1,28.85,34.8,43.2,50.6,35.8
GHCND:USC00437607,SOUTH HERO VT US,20101103,0.36,0.1,28.97,34.9,42.8,50.2,35.5
GHCND:USC00437607,SOUTH HERO VT US,20101104,0.48,0.1,29.09,34.9,42.5,49.8,35.2
GHCND:USC00437607,SOUTH HERO VT US,20101105,0.58,0.2,29.19,35.0,42.2,49.5,34.9
GHCND:USC00437607,SOUTH HERO VT US,20101106,0.69,0.2,29.30,35.0,41.9,49.1,34.6
GHCND:USC00437607,SOUTH HERO VT US,20101107,0.80,0.3,29.41,35.1,41.5,48.7,34.4
GHCND:USC00437607,SOUTH HERO VT US,20101108,0.90,0.4,29.51,35.1,41.2,48.4,34.1
GHCND:USC00437607,SOUTH HERO VT US,20101109,1.01,0.4,29.62,35.2,40.9,48.0,33.8
GHCND:USC00437607,SOUTH HERO VT US,20101110,1.11,0.5,29.72,35.3,40.5,47.6,33.5
GHCND:USC00437607,SOUTH HERO VT US,20101111,1.21,0.6,29.82,35.3,40.2,47.2,33.2
GHCND:USC00437607,SOUTH HERO VT US,20101112,1.31,0.6,29.92,35.4,39.8,46.8,32.9
GHCND:USC00437607,SOUTH HERO VT US,20101113,1.40,0.7,30.01,35.5,39.5,46.4,32.6
GHCND:USC00437607,SOUTH HERO VT US,20101114,1.50,0.8,30.11,35.5,39.1,46.0,32.3
GHCND:USC00437607,SOUTH HERO VT US,20101115,1.61,0.9,30.22,35.6,38.8,45.6,32.0
GHCND:USC00437607,SOUTH HERO VT US,20101116,1.71,0.9,30.32,35.7,38.4,45.2,31.6
GHCND:USC00437607,SOUTH HERO VT US,20101117,1.81,1.0,30.42,35.8,38.1,44.8,31.3
GHCND:USC00437607,SOUTH HERO VT US,20101118,1.91,1.1,30.52,35.8,37.7,44.4,31.0
GHCND:USC00437607,SOUTH HERO VT US,20101119,2.00,1.2,30.61,35.9,37.3,44.0,30.6
GHCND:USC00437607,SOUTH HERO VT US,20101120,2.10,1.3,30.71,36.0,36.9,43.6,30.3
GHCND:USC00437607,SOUTH HERO VT US,20101121,2.19,1.4,30.80,36.1,36.5,43.1,29.9
GHCND:USC00437607,SOUTH HERO VT US,20101122,2.28,1.5,30.89,36.2,36.2,42.7,29.6
GHCND:USC00437607,SOUTH HERO VT US,20101123,2.37,1.6,30.98,36.4,35.8,42.3,29.2
GHCND:USC00437607,SOUTH HERO VT US,20101124,2.46,1.8,31.07,36.5,35.4,41.9,28.9
GHCND:USC00437607,SOUTH HERO VT US,20101125,2.55,1.9,31.16,36.7,35.0,41.4,28.5
GHCND:USC00437607,SOUTH HERO VT US,20101126,2.63,2.0,31.24,36.8,34.6,41.0,28.1
GHCND:USC00437607,SOUTH HERO VT US,20101127,2.71,2.2,31.32,37.0,34.1,40.6,27.7
GHCND:USC00437607,SOUTH HERO VT US,20101128,2.79,2.4,31.40,37.1,33.7,40.1,27.3
GHCND:USC00437607,SOUTH HERO VT US,20101129,2.88,2.5,31.49,37.3,33.3,39.7,26.9
GHCND:USC00437607,SOUTH HERO VT US,20101130,2.96,2.7,31.57,37.5,32.9,39.3,26.5
GHCND:USC00437607,SOUTH HERO VT US,20101201,0.08,0.2,31.65,37.7,32.5,38.9,26.1
GHCND:USC00437607,SOUTH HERO VT US,20101202,0.16,0.5,31.73,38.0,32.0,38.4,25.7
GHCND:USC00437607,SOUTH HERO VT US,20101203,0.24,0.8,31.81,38.2,31.6,38.0,25.2
GHCND:USC00437607,SOUTH HERO VT US,20101204,0.32,1.1,31.89,38.5,31.2,37.6,24.8
GHCND:USC00437607,SOUTH HERO VT US,20101205,0.39,1.4,31.96,38.8,30.8,37.2,24.4
GHCND:USC00437607,SOUTH HERO VT US,20101206,0.46,1.7,32.03,39.1,30.3,36.8,23.9
GHCND:USC00437607,SOUTH HERO VT US,20101207,0.54,2.0,32.11,39.4,29.9,36.3,23.5
GHCND:USC00437607,SOUTH HERO VT US,20101208,0.61,2.3,32.18,39.7,29.5,35.9,23.0
GHCND:USC00437607,SOUTH HERO VT US,20101209,0.69,2.6,32.26,40.1,29.1,35.5,22.6
GHCND:USC00437607,SOUTH HERO VT US,20101210,0.76,2.9,32.33,40.4,28.6,35.1,22.1
GHCND:USC00437607,SOUTH HERO VT US,20101211,0.83,3.3,32.40,40.7,28.2,34.7,21.7
GHCND:USC00437607,SOUTH HERO VT US,20101212,0.90,3.6,32.47,41.1,27.8,34.4,21.2
GHCND:USC00437607,SOUTH HERO VT US,20101213,0.96,3.9,32.53,41.4,27.4,34.0,20.8
GHCND:USC00437607,SOUTH HERO VT US,20101214,1.03,4.3,32.60,41.7,27.0,33.6,20.3
GHCND:USC00437607,SOUTH HERO VT US,20101215,1.10,4.6,32.67,42.1,26.6,33.2,19.9
GHCND:USC00437607,SOUTH HERO VT US,20101216,1.16,5.0,32.73,42.5,26.1,32.9,19.4
GHCND:USC00437607,SOUTH HERO VT US,20101217,1.22,5.4,32.79,42.8,25.7,32.5,19.0
GHCND:USC00437607,SOUTH HERO VT US,20101218,1.28,5.7,32.85,43.2,25.4,32.2,18.5
GHCND:USC00437607,SOUTH HERO VT US,20101219,1.34,6.1,32.91,43.6,25.0,31.9,18.1
GHCND:USC00437607,SOUTH HERO VT US,20101220,1.40,6.5,32.97,43.9,24.6,31.5,17.6
GHCND:USC00437607,SOUTH HERO VT US,20101221,1.46,6.9,33.03,44.3,24.2,31.2,17.2
GHCND:USC00437607,SOUTH HERO VT US,20101222,1.52,7.2,33.09,44.7,23.8,30.9,16.8
GHCND:USC00437607,SOUTH HERO VT US,20101223,1.58,7.6,33.15,45.0,23.5,30.6,16.3
GHCND:USC00437607,SOUTH HERO VT US,20101224,1.64,8.0,33.21,45.4,23.1,30.3,15.9
GHCND:USC00437607,SOUTH HERO VT US,20101225,1.71,8.3,33.28,45.8,22.8,30.1,15.5
GHCND:USC00437607,SOUTH HERO VT US,20101226,1.77,8.7,33.34,46.2,22.5,29.8,15.1
GHCND:USC00437607,SOUTH HERO VT US,20101227,1.83,9.1,33.40,46.6,22.1,29.6,14.7
GHCND:USC00437607,SOUTH HERO VT US,20101228,1.89,9.5,33.46,47.0,21.8,29.3,14.3
GHCND:USC00437607,SOUTH HERO VT US,20101229,1.95,9.9,33.52,47.4,21.5,29.1,14.0
GHCND:USC00437607,SOUTH HERO VT US,20101230,2.01,10.3,33.58,47.8,21.2,28.8,13.6
GHCND:USC00437607,SOUTH HERO VT US,20101231,2.07,10.7,33.64,48.2,21.0,28.6,13.3
GHCND:USC00432843,ESSEX JUNCTION 1 N VT US,20100101,0.08,0.7,0.08,0.7,19.0,28.4,9.6
GHCND:USC00432843,ESSEX JUNCTION 1 N VT US,20100102,0.16,1.4,0.16,1.4,18.8,28.2,9.3
GHCND:USC00432843,ESSEX JUNCTION 1 N VT US,20100103,0.24,2.1,0.24,2.1,18.6,28.1,9.0
GHCND:USC00432843,ESSEX JUNCTION 1 N VT US,20100104,0.32,2.8,0.32,2.8,18.3,27.9,8.8
GHCND:USC00432843,ESSEX JUNCTION 1 N VT US,20100105,0.40,3.5,0.40,3.5,18.2,27.8,8.6
GHCND:USC00432843,ESSEX JUNCTION 1 N VT US,20100106,0.48,4.1,0.48,4.1,18.0,27.6,8.3
GHCND:USC00432843,ESSEX JUNCTION 1 N VT US,20100107,0.56,4.8,0.56,4.8,17.8,27.5,8.1
GHCND:USC00432843,ESSEX JUNCTION 1 N VT US,20100108,0.64,5.5,0.64,5.5,17.7,27.4,7.9
